          s_name           |                s_address                 
---------------------------+------------------------------------------
 Supplier#000000027        | lC4CjKwNHUr6L4xIpzOBK4NlHkFTg
 Supplier#000000072        | mKpAJojtawk2alqV4 ZEbJ3PH3wfYqy AM8rGq1
 Supplier#000000075        | 7f3gN4rP1livII
 Supplier#000000082        | WyTKA7ZpF15t1aCNlT3
 Supplier#000000119        | 4CxBrM0o4yt6LYFxZIyZ89Xnf8LZNn6KcYc
 Supplier#000000196        | TQX4fMwB5tXoz4Fi4CEhALhi6
 Supplier#000000209        | fpTboatC6ogrozMPApz2DXmlukC9YVzCLCgQOtgU
 Supplier#000000255        | qx16XyCEUh9OawVeQWOlGlhAU32iHFPNkO
 Supplier#000000345        | ZYuibETx2zArwg
 Supplier#000000385        | 4RDwKCNc6 yBY
 Supplier#000000479        | tdLkV2Ks0wBP1VlwdnPUxZnWADmxlbmRVE0a6h
 Supplier#000000499        | NbcQeBiDiN2tFiVxHIaWU03BVFIuxt 
 Supplier#000000523        | zzfDhdtZcvmVzA8rNFU,Yctj1zBN
 Supplier#000000581        | X pNyEcNqxYwiP0gJ7FzkJ,haGkn
 Supplier#000000589        | 3C4,WjUCjL59QhMSxyq1
 Supplier#000000662        | geJEMlJvE3HdW96Rz3touARh
 Supplier#000000719        | nQoXFQ,ztoTyboWFmO,a
 Supplier#000000733        | mUdSdgmayvR
 Supplier#000000750        | uJB curMQwnzz79rXo9v4jy
 Supplier#000000793        | Z4N2V ERHL ds3jr9F
 Supplier#000000843        | iguHIr15YUL9RMmH7U3XsDfdyEg1441
 Supplier#000000883        | 5ppzWDz6xcMOO09LkrAOvHzFEMfP3CIpndr
 Supplier#000000915        | hzB2437Op7JLYX73d3,qU2
 Supplier#000000928        | VL,J8Fq0GI0BnVTaTU9Dcp9Z
 Supplier#000000947        | 6xS,tBAgcKGW,nXNhfm2Hv26uYicU3
 Supplier#000000962        | 0udWpU30ecw3XMLiEVhaM7I,BhufyzF4i
 Supplier#000000987        | DAWJ1lDhybbSO3mngqD28aX
 Supplier#000000995        | CgVUX8DtNbtug2M,N
 Supplier#000001106        | s,fPdPCojkKGWBJZvp
 Supplier#000001252        | K4NQhYOSL2fnDgLS3
 Supplier#000001378        | cyTlnVEoMOYxy1JjQ1jm2Wh6vr3ycFrSI21jiO
 Supplier#000001487        | 0ISabDJ8Fj7H8qu3qPvx
 Supplier#000001515        | Eg98ocIKS2VH1hYsFQl2 wp,PnSQ3Q
 Supplier#000001557        | ZxA5pFdT2aBu6
 Supplier#000001610        | zg69 Tqwah38L7u23eK
 Supplier#000001674        | nepm7O58V97AD
 Supplier#000001686        | LotsVSpeE7V6C
 Supplier#000001704        | 9D4 qo36WR11wNoSpCQQGASZiRy4T
