          s_name           |                s_address                 
---------------------------+------------------------------------------
 Supplier#000000027        | lC4CjKwNHUr6L4xIpzOBK4NlHkFTg
 Supplier#000000099        | 4SxkTHG28nZrtT0,MnVF9H
 Supplier#000000117        | ZnlLNC,8YN10T4mjI8eq5bJ
 Supplier#000000201        | e3lZO QY9QpCVdc0HXrqXB5uxXnOi r
 Supplier#000000209        | fpTboatC6ogrozMPApz2DXmlukC9YVzCLCgQOtgU
 Supplier#000000213        | 1s7 4odatD2BWz1QjXR2 2SnFhc,Rvr2Icxh1m7f
 Supplier#000000294        | 20vnacv,dtZ0mr5kukNf
 Supplier#000000302        | ow8Io1JHkPnIAGCQYCWC
 Supplier#000000319        | tcES8Ay3zcHQER9K6gAKFWlDvcg nrbPl
 Supplier#000000345        | ZYuibETx2zArwg
 Supplier#000000385        | 4RDwKCNc6 yBY
 Supplier#000000388        | n27XQohXrXlJRLdsyXNoljPS
 Supplier#000000459        | w12ixcTkh6AtG1LvWxX8El8Nf4vEGQiZrrpy
 Supplier#000000479        | tdLkV2Ks0wBP1VlwdnPUxZnWADmxlbmRVE0a6h
 Supplier#000000523        | zzfDhdtZcvmVzA8rNFU,Yctj1zBN
 Supplier#000000581        | X pNyEcNqxYwiP0gJ7FzkJ,haGkn
 Supplier#000000589        | 3C4,WjUCjL59QhMSxyq1
 Supplier#000000662        | geJEMlJvE3HdW96Rz3touARh
 Supplier#000000663        | tPtpVTsSAQNw,4GgXR2Hxx5FyCxxgqmW,jE sRT
 Supplier#000000719        | nQoXFQ,ztoTyboWFmO,a
 Supplier#000000724        | P92abZ6rWSfO2cm
 Supplier#000000733        | mUdSdgmayvR
 Supplier#000000915        | hzB2437Op7JLYX73d3,qU2
 Supplier#000000947        | 6xS,tBAgcKGW,nXNhfm2Hv26uYicU3
 Supplier#000000956        | dmmnYeCuIZB7b2pWTOQ9zrAdi6zxwIrj4aT446L
 Supplier#000000962        | 0udWpU30ecw3XMLiEVhaM7I,BhufyzF4i
 Supplier#000000987        | DAWJ1lDhybbSO3mngqD28aX
 Supplier#000001027        | z7udzhYewB47VSqZrhYfek6Jz
 Supplier#000001045        |  GYqHNiVWsfYm9U
 Supplier#000001070        | K pkDMZV75MUPhz
 Supplier#000001117        | o5w8DGLyxgw7oKoZjoB1uWvV5P8Rm5on2
 Supplier#000001138        | cgnz432oKyPA0g7Y26bYorMwHFjbki pjALkt
 Supplier#000001168        | SF8uvvbHRyOVTb8APmgFEL6
 Supplier#000001179        | l9JHnPjgaxrY11cPiCE
 Supplier#000001221        | QXZgKZvn3lGVagCs,Py7guY9b2cfJ hEvmFE,a
 Supplier#000001238        | o3IxY ehZtQ64ubysr84V
