          s_name           |                s_address                 
---------------------------+------------------------------------------
 Supplier#000000010        | Saygah3gYWMp72i PY
 Supplier#000000019        | edZT3es,nBFD8lBXTGeTl
 Supplier#000000087        | WCw7URDj8zoZ7tqC3cpm7
 Supplier#000000108        | eL47lfhfMP7zRw
 Supplier#000000234        | iMrk7HUD87at3IIh4rBi
 Supplier#000000318        | Cm5fnQ4M6VeJF17mBbV6iB0XoQL31STrb3Su
 Supplier#000000359        | J5HqPZnfLcFMtlgwCnZPUI
 Supplier#000000397        | kFrhzYG1SR8aWrHsftcptN,im88pImSkxxFu
 Supplier#000000448        | cYzWCXDovaNR ,S3PICo3KYKAG3bYm0YKyqaZVu
 Supplier#000000501        | PSStC43vWlQQpmTku4s
 Supplier#000000591        | iXlVA9y6oX4
 Supplier#000000595        |  CURZCs4l306M2ir8rFkgeYVg
 Supplier#000000597        | CKt5G XZ5DBt
 Supplier#000000787        | xaSs5H BquWpG7s38xn Rf5X
 Supplier#000000866        | CosbyBH1bG81zFspjW
 Supplier#000000888        | JA,f8nt64wdZ4XkiHCYHC0r2FJ
 Supplier#000001142        | RQ5DqXCWlmO Msp0ZPujoj2D4x
 Supplier#000001310        | ,reTHSiknxGFziNNyokCy2jUpzwXRl
 Supplier#000001343        | e3NKukdF0m3Ecc7iuIbk5KEif8B8eGYghOcQm
 Supplier#000001389        | ,46GsCL39UI3iVUDe8sTTqTPy
 Supplier#000001459        | 9f0o97h4BZp2EFZdILZKMcHDa5C8K3
 Supplier#000001492        | z2uNRsyJJ,ezj,7lW1C1
 Supplier#000001503        | bmkFWwm85BlTbkdPFOWKKs
 Supplier#000001522        | W0C5TrNw89U
 Supplier#000001566        | FxGHzfvgqFzHSvl94ir CrV TzfDHA
 Supplier#000001587        | mJGiVq4lo012P4Qd
 Supplier#000001606        | NhCLoGdGq6Mtfa7gVfzi
 Supplier#000001793        | e37l8lvsJviZzWt5z
 Supplier#000001984        | M,EWRY6BhH
 Supplier#000002149        | 7psmWKO5V2kZibASWBzU0oK5Rog5str4cDU
 Supplier#000002158        | VxglnCKPCfx71cz0Lr
 Supplier#000002166        | AJE9Ch04InHtwRV
 Supplier#000002187        | 5SmzRnGn8,fzW1KllxYzi4CXLNLiSX3k8wsIj
 Supplier#000002192        | KWu5GK8oZHC7tP
 Supplier#000002335        | dtvcfOsHopS5Y0 7QcGRRFcRa q3UuJsMKodwEyE
 Supplier#000002406        | iaNlOIvCCtBoOPeZVWxcc6UZzR,64pKF 96F
 Supplier#000002418        | v5lKj6QhaNZ
 Supplier#000002558        | DHTaILleK5JTKuPqwnMRCQXjuFfxd9cJklY
 Supplier#000002582        | R1auTuXErSql4 ,FqfJoJStindVfyNjgY
 Supplier#000002597        | 8yyFE4QJiycII7AbOPOcH DJYSmTwxG3TK
 Supplier#000002602        | So6U9dxBXM60pCxlEBmKm HZo
 Supplier#000002641        | nPjjEtlqUdUbRNvnwEOx5VKo2ETVcMDTKWSQ,Z
 Supplier#000002728        | mI3cc72SxNEwaWpAtZ407p5KqxI1
 Supplier#000002944        | IpInhMoSjE1V5Rvmn39R
 Supplier#000003001        | p,vtdzmZWY7YiO
 Supplier#000003051        | W7oijeW6YZpnEAxRCXhA6v27cdR
 Supplier#000003073        | HCXoX79onWt0
 Supplier#000003111        | 4Zdm57kzJd8jPWW
 Supplier#000003126        | RHm9TO8qDwK8WCjjgKqpruvKXNYIN
 Supplier#000003128        | 4ElO3EqeTuKYNh,SXKuqz2m21aPP
 Supplier#000003214        | WuxgYli,8Z,4BzFqgB EyFrV9MnX
 Supplier#000003240        | zj dgjF7UqakMae  w
 Supplier#000003345        | CIK,A8 Ka7,TOgmufRFojWkas
 Supplier#000003371        | LXfDkZ4nPlgvooE3MO62Sbj4a BbaKplWHqJb
 Supplier#000003379        | lITn8oL3ITnsiQ0rq
 Supplier#000003459        | nt3w6L9fHbXL7,dYQ2gWssBqN
 Supplier#000003505        | ,YQvvqAAlz3k11VggQ,xdsYU1yqSQ
 Supplier#000003509        | bfcnS,,zeGNeSfYyz8M
 Supplier#000003544        | i1wE3ayJn7WW9YClekXHq2Xyjmro4X
 Supplier#000003624        | gbXvyWmGOMR2g,UizoehIDlhoWKN8Mad47X
 Supplier#000003633        | 1Md2Gjf0IiFEKpDUwxL0Hj0M6piL7KC
 Supplier#000003649        | 3VYKcpYiF8
 Supplier#000003729        | I4Lj0t,uQ2crCtGc2ksJ0R7hdDeNybtWqPr
 Supplier#000003755        | veomj,f0Pp3r IC0,US
 Supplier#000003820        | zsuoXVzqz,s
 Supplier#000003822        | XHhC 55Ip6UIed8ZtMjaEmOzeg0W2s0wYk3ew
 Supplier#000003886        | c,VP75QAJqi ig1gNOWsxXdsuZQbi4ZJ5 3
 Supplier#000003895        | VtxUIe5P3tzk3ykaq7mVdEzO5fqllBcxpEHkG
 Supplier#000003977        | hcq,RUMaS5aQKKqG8KULXMb9aMhzPMNYdsvofo
 Supplier#000003987        | sGkiOHDoPgJmxMHjviJ0tMkUW
 Supplier#000003988        | MF7EzpHHs3IpUsAZ1cB7M9lxYuqQUWUO
 Supplier#000004000        | q bLQQi5J,rohLugmz
 Supplier#000004017        | ryVd3twx7WnifLPEWrZCIqap
 Supplier#000004034        |  2NQRRAXCAOhQot5xjf OGgeKnTq,9e
 Supplier#000004134        | mtcNe9kFAvH1cbrhZd3nnepaeug6BbNadQ1Dd6l
 Supplier#000004188        | 2M4Uuj0Ciur
 Supplier#000004218        | FzGC7DOsv5mlS56Cd46JKkfXVZ
 Supplier#000004233        | NSgt4kMBUwpWuPSaeXASzfCE
 Supplier#000004294        | 6UDA5xrAlv7ProtXf
 Supplier#000004433        | ,264VWuSf9l lOALdP cLe5coAdzMc
 Supplier#000004493        | mYAVD3If6OnkZ5IfYjLW9yO8cN
 Supplier#000004541        | OJPZxwlH9UaQ,pw,gt9bFwj w7
 Supplier#000004594        | IBOTVXDTSrtq5WLsjz
 Supplier#000004633        | 2qnzswVOnbyY52qQtwGrNZSqZfU7z38m5JXR4OY
 Supplier#000004686        | w4kwdV7DRwtgOyEjZy
 Supplier#000004695        | g6KTg6OgozXMozTjPx0
 Supplier#000004741        | DgYOWOKos9R6HBY0aU8WKTJp
 Supplier#000004742        | 4LTtuEAkyVNBDcb9Du
 Supplier#000004787        | 8jhAajHOx17JMdlwo2Xk
 Supplier#000004805        | 2gKQFPhqb64TUxuNtLApozpqap2lHqpzz8KEny
 Supplier#000004817        | UL ZJxywDNpE5UGHSQUsxTKMppg
 Supplier#000004825        | CjrxyjFU9Tcgg5Lnr8KO o
 Supplier#000004923        | u VJeVpWm2UfeajsyGzxCDvZw
 Supplier#000004956        | ibDuLQ0D8W1hK3m 7sMKFt5fw8XGzp1aU
 Supplier#000005038        | 279zLyZkIs17Jv3vrN5,K dZ8tZAu9xZ
 Supplier#000005115        | xdh9QzWM6l299yCJRveS3oqf0JQs
 Supplier#000005510        | f 0PMKZD0h
 Supplier#000005591        |  A39jVPWcKU82OI68FRPv5MLYkbnFhQeoH
 Supplier#000005615        | X5z71gbDgAUvxBMdkYBWCl2
 Supplier#000005752        | qKui69rK6v0l,fz1T
 Supplier#000005780        | H1BVHnv2ofhISQM1GdTUL
 Supplier#000005793        | WVlXdhQywxw1frEcc
 Supplier#000005850        | cn4kJKDy5otUOanVqO2ooztd8b1Ob
 Supplier#000005857        | OzpOLV67Y9uV lftTPgGQpiKfjaW9bSj9fr65Y
 Supplier#000005893        | e,hz2aPH8,lHPL5l7ztoo7mLSJ
 Supplier#000005914        | SAAh9XqQBEDkP
 Supplier#000006044        | OngloI0oZQ hujfKtiO26 XQF
 Supplier#000006075        | SaqEkAoon6kBs4BHleNpr7wjkxBUmdVTIL
 Supplier#000006086        | p0WNQ0dxAfHnrN55EAMYvr6kEnWq t5
 Supplier#000006137        | KZYZhX6y6KBg9Cs yzLG7K65sAdXG0FIfhjQktQ
 Supplier#000006145        |  YN8CD22,RU3,LytJj0JMsbXi7DGyU2U
 Supplier#000006151        | onrtIjRkYat7WIJeIx,tMMDHl5 z8YTjlO
 Supplier#000006220        | FeiFBC36pFsat5
 Supplier#000006288        | 8lmR9vQ1yv,p1gx0IbxR 7m84P0oDGBFVUS g7ta
 Supplier#000006425        | M40,4vzvHXPnti8pBmvCYXVC
 Supplier#000006447        | Qu3COUmk3l
 Supplier#000006577        | q2zbWFHaulmNjbAoT8UXh
 Supplier#000006610        | 6bjbWMa6okoLOW36LwkfOjP 
 Supplier#000006612        | KeNLynpTmU6m9PCKc
 Supplier#000006625        | 4e8W9wdzG6VoH
 Supplier#000006758        | 4WLcLJOz3DV3
 Supplier#000006782        | Dt4TTM ,rc5mekbZe63Hzf2qx M,2XQsLUREfyyU
 Supplier#000006832        | UgadmHfm2qXtLvuyK2MABgd7NGe0G2p0b9G
 Supplier#000006903        | UgUQMp80h0vqpULCwS0MJ,hMqFXNH3UYkSDZg6
 Supplier#000006916        | bu9b0Mng KRve7qcgbLvSU4r EuO 2ZyMafCz
 Supplier#000006940        | ieKVy0qc7Knj,aaBeOQb
 Supplier#000007130        | MC0t1fM6eEqGFjS1CH
 Supplier#000007143        | NFBf1JKFODt
 Supplier#000007235        | sjG F7NXC5wk9bZMrBXwSt2
 Supplier#000007348        | DWsHlBJHxcggXDAGzeCyWPTvGB4f43aqYhd
 Supplier#000007361        | msFsvlfRdwjfLuk0FYdo5htVVDIKrdlTNeMwP
 Supplier#000007374        | hXPCDq Y,NT9x1WD3BEbGeZ8osHYds
 Supplier#000007383        | ECCvFTjqtlzXlDuT6erP51Il
 Supplier#000007384        | fPH27,m57mt lgutR
 Supplier#000007420        | pltGihWq iScZqq
 Supplier#000007476        | z8RgUxhZSR
 Supplier#000007590        | 2Wd3NCI8YFjJZVskPHI4 RrkY9vju1
 Supplier#000007613        | FQPIblYPeKqOkQuwE4F5PqHFGGwNRoVGwasy,Bdc
 Supplier#000007629        | Gxgg8RLTzAnWvf
 Supplier#000007703        | odtP Txyybda
 Supplier#000007704        | mUcN2x,yodhb
 Supplier#000007707        | x0q 8pDWEg7sFFOGlUJ8x
 Supplier#000007768        | 8FDJ DvbSiN sGowNWsUMw8p
 Supplier#000007825        | kc8mL5To13YGHGxGu7 qqx6D2X
 Supplier#000008027        | Zn8wSn9eSmkvTz,jXB7DiIx3BLsU8D0dFBTy
 Supplier#000008049        | foQ57pmI4dMmhxf6SIkFcsun
 Supplier#000008120        | R2WCFL3A2qo VhrjfAG
 Supplier#000008212        | 5,7CjHr2y7F8MHWN4orESPcfkKYbMzK70Y9
 Supplier#000008272        | rjuHAwxY92lo W5nTHeuKq3H
 Supplier#000008426        | Qsu,Mh2ylkvxYsyZjxwzl42cMr
 Supplier#000008494        | 8Lb41M39FM9oULM,2LG
 Supplier#000008612        | jQEKalzEiDSGUtUPCFnrzYWUzpQsM3GX
 Supplier#000008635        | zek4Jz SrK3
 Supplier#000008660        | 8O0v8,7La8RZZz,1mE
 Supplier#000008700        | YrxRNVhM6c
 Supplier#000008732        | se9LZxoJ6lPB Zole9,nJqgf7iJkwS
 Supplier#000008758        | iRK6pTtk,Vzf
 Supplier#000008799        | WqtU7S87t2gAAYFBxoojD
 Supplier#000008862        | uBkJv4e1 YsSjXYRl35EUDsLI1DOLdgPd5cXCgKI
 Supplier#000008889        | csxAmnZKLnbPt63uPG,mSqsc
 Supplier#000008981        | LStHoDdqo5P7Hbds0RKTUBFfs5R7ZlQ49
 Supplier#000008991        | jS19kC4v8fdR
 Supplier#000009077        | TSKc 6qUKfGVMcGf
 Supplier#000009117        | FqQA4qeCJGh SZthzhNDKl3vFxY,A
 Supplier#000009121        | RTS0DIWKkYEtASj9s7fFRiJFCHIjz4S3
 Supplier#000009165        | Fyt8EohQ5IReADmKJp9WHJ,3yqCXk7iAcVdVKe
 Supplier#000009210        | sa U,SZL7BsDag12dYnXvYB9Ss2qm
 Supplier#000009212        | zmYL6C8D,yYVE4
 Supplier#000009221        | 6PHk0Jdw4XGvLC2inbLmnzdT5uNXJHMXDtt
 Supplier#000009313        | ulZsqYDPQJG4HiT6AXOOnJJEeu
 Supplier#000009383        | VSXQdtUW4jdfEdQO8n8i,F5
 Supplier#000009388        | Y85UWL2NPa
 Supplier#000009631        | FJECow3o,khLY5f2sc
 Supplier#000009641        | iycAANJYZaqs45tV XhuSNXVV7,fOe2v2GPH
 Supplier#000009678        | wQMgFCRlfs7KPO0liWtEhn7XMxkJM
 Supplier#000009687        |  Ik4 Ef8rGuF0ixhIfH0v9RgzEI
 Supplier#000009771        | s38uMYcXku6
 Supplier#000009813        | Lv2yLejtYVUOvp
 Supplier#000009918        | CIoHYKkKdjMBH6
 Supplier#000010133        | dtNp9WghhjUmKcs,5x
 Supplier#000010171        | IQRgsPKdMepo3huK4SegmI
 Supplier#000010199        | Jl,Y5GDs4qpBWW5
 Supplier#000010212        | 7wmdtU69gttrK7VkdgT60amDuz1riQ3QLRTboV
 Supplier#000010342        | GZEF7Eq7Ri3Axl1hR5AWjxIy9Sk1wVXDaXJhZ1eV
 Supplier#000010453        | induf7hp76xeqX,I
 Supplier#000010483        | vBUZd,HA817g4ARXay,
