          s_name           |                s_address                 
---------------------------+------------------------------------------
 Supplier#000000027        | lC4CjKwNHUr6L4xIpzOBK4NlHkFTg
 Supplier#000000041        | G 1FKHR435 wMKFmyt
 Supplier#000000099        | 4SxkTHG28nZrtT0,MnVF9H
 Supplier#000000137        | j81M1VQCvKcIVnpMnIUnBNVUOm0XYJuJY
 Supplier#000000191        | X dZg6Dtv17X7
 Supplier#000000209        | fpTboatC6ogrozMPApz2DXmlukC9YVzCLCgQOtgU
 Supplier#000000213        | 1s7 4odatD2BWz1QjXR2 2SnFhc,Rvr2Icxh1m7f
 Supplier#000000302        | ow8Io1JHkPnIAGCQYCWC
 Supplier#000000324        | QDsgOSozg jniYR2HzxofLZyk0qGdJe
 Supplier#000000385        | 4RDwKCNc6 yBY
 Supplier#000000411        | G9H53XVrdbhRgvQwho1AS
 Supplier#000000581        | X pNyEcNqxYwiP0gJ7FzkJ,haGkn
 Supplier#000000584        | XvDYsHYpmY5AkX60fj0bZo4WW
 Supplier#000000636        | Kc rcRwa,q,TQx1W 3fu
 Supplier#000000643        | mJN4aN B Lxz2esIAW0GoxEw1rAU
 Supplier#000000719        | nQoXFQ,ztoTyboWFmO,a
 Supplier#000000724        | P92abZ6rWSfO2cm
 Supplier#000000733        | mUdSdgmayvR
 Supplier#000000750        | uJB curMQwnzz79rXo9v4jy
 Supplier#000000798        | Q4atQnxS0XRmpP
 Supplier#000000843        | iguHIr15YUL9RMmH7U3XsDfdyEg1441
 Supplier#000000883        | 5ppzWDz6xcMOO09LkrAOvHzFEMfP3CIpndr
 Supplier#000000915        | hzB2437Op7JLYX73d3,qU2
 Supplier#000000928        | VL,J8Fq0GI0BnVTaTU9Dcp9Z
 Supplier#000000947        | 6xS,tBAgcKGW,nXNhfm2Hv26uYicU3
 Supplier#000000956        | dmmnYeCuIZB7b2pWTOQ9zrAdi6zxwIrj4aT446L
 Supplier#000000987        | DAWJ1lDhybbSO3mngqD28aX
 Supplier#000001027        | z7udzhYewB47VSqZrhYfek6Jz
 Supplier#000001045        |  GYqHNiVWsfYm9U
 Supplier#000001070        | K pkDMZV75MUPhz
 Supplier#000001117        | o5w8DGLyxgw7oKoZjoB1uWvV5P8Rm5on2
 Supplier#000001179        | l9JHnPjgaxrY11cPiCE
 Supplier#000001221        | QXZgKZvn3lGVagCs,Py7guY9b2cfJ hEvmFE,a
 Supplier#000001238        | o3IxY ehZtQ64ubysr84V
 Supplier#000001249        | aoY82cGgJZpmWsBQaPARId5
 Supplier#000001252        | K4NQhYOSL2fnDgLS3
 Supplier#000001378        | cyTlnVEoMOYxy1JjQ1jm2Wh6vr3ycFrSI21jiO
