          s_name           | numwait 
---------------------------+---------
 Supplier#000002340        |      25
 Supplier#000004318        |      21
 Supplier#000005601        |      19
 Supplier#000009177        |      18
 Supplier#000004804        |      17
 Supplier#000005140        |      17
 Supplier#000000547        |      16
 Supplier#000000638        |      16
 Supplier#000003812        |      16
 Supplier#000004097        |      16
 Supplier#000004133        |      16
 Supplier#000007192        |      16
 Supplier#000008622        |      16
 Supplier#000009231        |      16
 Supplier#000009858        |      16
 Supplier#000000446        |      15
 Supplier#000000611        |      15
 Supplier#000000931        |      15
 Supplier#000001395        |      15
 Supplier#000001803        |      15
 Supplier#000003047        |      15
 Supplier#000004056        |      15
 Supplier#000004473        |      15
 Supplier#000007767        |      15
 Supplier#000008251        |      15
 Supplier#000008258        |      15
 Supplier#000008914        |      15
 Supplier#000009380        |      15
 Supplier#000009849        |      15
 Supplier#000000522        |      14
 Supplier#000000871        |      14
 Supplier#000001308        |      14
 Supplier#000001894        |      14
 Supplier#000001906        |      14
 Supplier#000003224        |      14
 Supplier#000003545        |      14
 Supplier#000003800        |      14
 Supplier#000004675        |      14
 Supplier#000005079        |      14
 Supplier#000005326        |      14
 Supplier#000006566        |      14
 Supplier#000006583        |      14
 Supplier#000006871        |      14
 Supplier#000008206        |      14
 Supplier#000009263        |      14
 Supplier#000009336        |      14
 Supplier#000000061        |      13
 Supplier#000002479        |      13
 Supplier#000002568        |      13
 Supplier#000002624        |      13
 Supplier#000002726        |      13
 Supplier#000003249        |      13
 Supplier#000004302        |      13
 Supplier#000004758        |      13
 Supplier#000005271        |      13
 Supplier#000006120        |      13
 Supplier#000006426        |      13
 Supplier#000007687        |      13
 Supplier#000008063        |      13
 Supplier#000008066        |      13
 Supplier#000008100        |      13
 Supplier#000008124        |      13
 Supplier#000008460        |      13
 Supplier#000008489        |      13
 Supplier#000009054        |      13
 Supplier#000009425        |      13
 Supplier#000009783        |      13
 Supplier#000009786        |      13
 Supplier#000009915        |      13
 Supplier#000000435        |      12
 Supplier#000000668        |      12
 Supplier#000000853        |      12
 Supplier#000001278        |      12
 Supplier#000001877        |      12
 Supplier#000001988        |      12
 Supplier#000002139        |      12
 Supplier#000002296        |      12
 Supplier#000002342        |      12
 Supplier#000002747        |      12
 Supplier#000003594        |      12
 Supplier#000004035        |      12
 Supplier#000004283        |      12
 Supplier#000004338        |      12
 Supplier#000004650        |      12
 Supplier#000004683        |      12
 Supplier#000004813        |      12
 Supplier#000004849        |      12
 Supplier#000004853        |      12
 Supplier#000004877        |      12
 Supplier#000004953        |      12
 Supplier#000006106        |      12
 Supplier#000006125        |      12
 Supplier#000007321        |      12
 Supplier#000007540        |      12
 Supplier#000007749        |      12
 Supplier#000008087        |      12
 Supplier#000008614        |      12
 Supplier#000008921        |      12
 Supplier#000008968        |      12
 Supplier#000009136        |      12
(100 rows)

