 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               
-----------+---------------------------+---------------------------+-----------+---------------------------+------------------------------------------+-----------------+------------------------------------------------------------------------------------------------------
   9998.95 | Supplier#000148225        | IRAN                      |   1708214 | Manufacturer#3            | tO9wKyv J uuhM1Com NeeoNC 9WRuE59        | 20-782-280-8482 | refully. foxes cajole quickly. ironic excuses was according to the final ideas. waters integrat
   9998.20 | Supplier#000006343        | EGYPT                     |   2406342 | Manufacturer#3            | UIRkduD9Iv2sxX9ly6MPt                    | 14-617-999-2300 | odolites. unusual packages was carefully reg
   9997.83 | Supplier#000086862        | EGYPT                     |   1326853 | Manufacturer#1            | x7fXJ88ZAc704u7jVRHCru48QaJgfq           | 14-507-112-4463 |  beans haggle closely stealthy packages. pending, express 
   9995.71 | Supplier#000139596        | IRAQ                      |   1059589 | Manufacturer#4            | EfJyVv9buPgkC1wSLOW7                     | 21-798-158-9528 | carefully. furiously express courts are slyl
   9995.11 | Supplier#000130200        | JORDAN                    |    330193 | Manufacturer#1            | gcXJIioP02OviW zirRd9WvTfMly7Z0O         | 23-813-881-8670 |  deposits. carefully ironic instructions ag
   9994.10 | Supplier#000047385        | SAUDI ARABIA              |     47384 | Manufacturer#5            | pbRKuJaBXBl,5bOv9UhB8SDR cuz 8           | 30-427-545-5707 | nic dependencies nag fluffily across the blithely special foxes. furiously silent deposit
   9991.17 | Supplier#000088609        | IRAN                      |    968596 | Manufacturer#4            | JRNiW5tYD4hitywPIBTT6 8,oDjYxG50FF       | 20-411-629-9083 | ly carefully regular accounts. quickly special packages wake carefully silent dugouts. ironic
   9984.95 | Supplier#000126428        | IRAQ                      |    966409 | Manufacturer#2            | cIGTEEU t w5s5j3S iU4COdYK5nHP           | 21-359-682-9150 | dazzle carefully across the bold, ironic accounts. furiously
   9981.76 | Supplier#000119315        | IRAN                      |    479308 | Manufacturer#2            | T5Rn7FYXY6iDvkSbYaZB4t3Kgbx1PPtQGV9      | 20-113-321-5299 | es. even, regular excuses try to wake.
   9981.76 | Supplier#000119315        | IRAN                      |    559311 | Manufacturer#5            | T5Rn7FYXY6iDvkSbYaZB4t3Kgbx1PPtQGV9      | 20-113-321-5299 | es. even, regular excuses try to wake.
   9981.74 | Supplier#000012899        | SAUDI ARABIA              |     92898 | Manufacturer#5            | kzPUujl nyvLh6rchixdLZt4wLI8tQk,zrR 9    | 30-331-690-7770 |  final accounts. slyly ironic pinto beans nag. furiously 
   9979.69 | Supplier#000135056        | IRAN                      |   2055055 | Manufacturer#5            | XPVrNLszQ1rZeLmycCHkUraEffKuO2j          | 20-494-902-1667 | he fluffily bold requests. grouches boost among the fluffily special acco
   9977.54 | Supplier#000085114        | IRAQ                      |   1685113 | Manufacturer#5            | AS69nrZEFoMj6QE5T                        | 21-182-958-6958 | s boost blithely against the carefully final accounts.
   9975.89 | Supplier#000006892        | SAUDI ARABIA              |   1366875 | Manufacturer#2            | 9DEMqP3EF CkC4VC1lNhY9oKSfxtLV6s0        | 30-564-583-9703 |  packages sublate furiously. slyly final asymptotes doze ironic packages. regular, special
   9972.96 | Supplier#000158927        | JORDAN                    |    718918 | Manufacturer#2            | NHE3JGpJW0xBjm4KEAQYVILN3QuAn7           | 23-204-452-1139 | old deposits. blithely pending foxes detect furiously about the carefully final ideas. ironic pinto
   9969.59 | Supplier#000046205        | IRAQ                      |   2446204 | Manufacturer#4            | Zva2XFahjs4f218iIYM7EuX3is,e,9           | 21-183-987-4581 |  slyly final ideas. slyly ironic ideas must cajole carefully. carefully exp
   9969.49 | Supplier#000032378        | JORDAN                    |   2992341 | Manufacturer#4            | YHyfYx1byX0VVXMcUkhQ0AO5pcjT             | 23-958-815-5166 | ven deposits. unusual deposits l
   9967.71 | Supplier#000066532        | IRAN                      |    626525 | Manufacturer#2            | 364T28YbWgjvv                            | 20-856-879-7268 | hins across the blithely unusual deposits are slyly across the carefully furious requests. forg
   9963.78 | Supplier#000077048        | JORDAN                    |    717047 | Manufacturer#2            | vL7OI ScVbMwf                            | 23-340-493-5280 | sts. ironic, regular accounts poac
   9962.84 | Supplier#000081474        | IRAN                      |   2281459 | Manufacturer#3            | NxCJ6ZrmeX3KaB                           | 20-152-664-5113 | t the theodolites cajole furiously even ideas. courts kindle furiously a
   9959.83 | Supplier#000120089        | IRAQ                      |   3000088 | Manufacturer#1            | bdhQ68bmUeQU,IQeTFD2mzdk6MH              | 21-715-431-8369 | . quickly pending foxes boost about the s
   9959.79 | Supplier#000154493        | IRAN                      |   1314468 | Manufacturer#4            | 8aeHbhc1V95iTez2 iuo8TNs                 | 20-493-965-2610 | kly even deposits nag. carefully iro
   9956.34 | Supplier#000005108        | IRAN                      |   1325083 | Manufacturer#2            | d3PLCdpPP3uE4GzbbAh4bWmU 7ecOifL9e1mNnzG | 20-842-882-7047 | ronic accounts. carefully bold accounts sleep beyond
   9951.89 | Supplier#000123688        | IRAQ                      |    323681 | Manufacturer#4            |  bQX 9wHMyyvGtDsE 8a 9XfhJ               | 21-193-632-8982 | slyly about the deposits. express requ
   9951.89 | Supplier#000123688        | IRAQ                      |   1083687 | Manufacturer#4            |  bQX 9wHMyyvGtDsE 8a 9XfhJ               | 21-193-632-8982 | slyly about the deposits. express requ
   9947.95 | Supplier#000069280        | JORDAN                    |   1869246 | Manufacturer#3            | iQhJF1rXcvlwpf00DRNbBEZ                  | 23-832-285-3977 |  special, regular deposits. slyly even warhorses detect 
   9947.95 | Supplier#000069280        | JORDAN                    |   3109279 | Manufacturer#5            | iQhJF1rXcvlwpf00DRNbBEZ                  | 23-832-285-3977 |  special, regular deposits. slyly even warhorses detect 
   9947.94 | Supplier#000025599        | IRAN                      |   2065586 | Manufacturer#2            | kDAOSpbYucgARjlTMHyg                     | 20-482-621-3728 | along the express, ironic requests sleep furiously even instructions. quickly regular reque
   9945.48 | Supplier#000077007        | EGYPT                     |   2076982 | Manufacturer#1            | UccCFSwcQpeY7EwVz                        | 14-906-290-5217 | slyly ruthless instructions. slyly final p
   9940.76 | Supplier#000001062        | SAUDI ARABIA              |    601058 | Manufacturer#3            | RzD13PXq2yeZm                            | 30-916-179-1075 | y idle packages use fluffily toward the pending deposits. furiously ironic depths affix 
   9940.63 | Supplier#000016417        | EGYPT                     |    376410 | Manufacturer#4            | CYOn22bPeW9IVBK Mx                       | 14-454-677-3135 | uickly pending packages. stealthy account
   9940.41 | Supplier#000014625        | JORDAN                    |    894614 | Manufacturer#4            | RvXNbPNcIKZgMV6ohrvOGoIN1i1BHG1Mn        | 23-459-635-7749 |  slyly requests-- daringly special theodolites are carefully against the furiously 
   9938.57 | Supplier#000145293        | IRAN                      |   1465265 | Manufacturer#2            | pQNGuUOxNZYS,c7F,XpB                     | 20-571-331-3769 | blithely regular, special theodolites. carefully express
   9937.99 | Supplier#000142353        | IRAQ                      |   1702342 | Manufacturer#1            | E8gEcDtbcAoXfmxL3SPpEwRB83VMPiR          | 21-653-326-6416 | al foxes about the finally sly theodolites shall solve about the carefully bold pinto bean
   9935.36 | Supplier#000097439        | IRAN                      |     97438 | Manufacturer#3            | d0fu0BjXQ3L WKaI8H5My,u9dphXEQ1          | 20-142-721-9260 | egular accounts according to 
   9934.50 | Supplier#000031048        | JORDAN                    |   1871025 | Manufacturer#4            | FKPtZtWe6a6etVF6rtftnYPS6xFpPJ pE,2N,    | 23-113-690-2419 |  ironic instructions according to the blithely express platelets 
   9929.40 | Supplier#000152196        | IRAN                      |    632195 | Manufacturer#1            | l3FzWpOdTgh6KLqFajwP14j9                 | 20-387-176-7988 | equests are slyly regular pac
   9928.67 | Supplier#000010389        | IRAQ                      |   2130349 | Manufacturer#1            | QnjFVmkm5Wlj                             | 21-156-611-6881 | e blithely against the ironic accounts. ideas are carefully. fur
   9928.28 | Supplier#000094325        | EGYPT                     |   2654324 | Manufacturer#3            | yreceynuxHMUPIaz5Hv8tTyNU                | 14-492-960-8071 | deas grow regularly ironic deposits. quiet courts aft
   9924.50 | Supplier#000046527        | JORDAN                    |    926516 | Manufacturer#2            | GSwKZDVWwK XvmNENmvNZdaq8KyoMdBY7 zQb,B  | 23-324-901-2793 | ly pending pinto beans. blithely even accounts detect
   9923.47 | Supplier#000152419        | SAUDI ARABIA              |   1472391 | Manufacturer#1            | RemZkEJi01LfkRO1FMZX                     | 30-559-472-3700 | fully final deposits. carefully even excuses affix blithely quickly unusua
   9919.28 | Supplier#000105549        | EGYPT                     |   2065512 | Manufacturer#2            | xP3wp8SibNxU96PHLuhXbG3AiyTXC1tAtAy2zj   | 14-519-551-5708 | pending ideas affix blithely. furiously brave accounts believe daring
   9919.27 | Supplier#000101801        | IRAQ                      |   1341792 | Manufacturer#2            | ZTNc46Cc8XJgJCcDRBAjhChZTEfs3FZ          | 21-727-519-8712 | lithely final instructions boost daringly ruthlessly pending hocke
   9919.26 | Supplier#000073622        | JORDAN                    |   3153564 | Manufacturer#1            | IWhsTDjjEaCX2d LHU0ue                    | 23-606-450-3646 | side the silent, regular requests. carefully final pi
   9915.99 | Supplier#000058366        | EGYPT                     |   1658365 | Manufacturer#4            |  PtDDIBjKqGzl5YfGaw4NNrjrUpMCc2r2vwhB5QR | 14-900-400-3876 | riously according to the regular foxes. pinto beans boost against t
   9915.48 | Supplier#000001523        | IRAN                      |   1881511 | Manufacturer#1            |  vqDQGhm58v0                             | 20-315-869-6648 | ly regular theodolites. Tiresias cajole 
   9910.15 | Supplier#000020387        | IRAN                      |   2380372 | Manufacturer#1            | GGet0yzFVWmIoYFg1GzuR8iREaHdlJSh6Z476T   | 20-708-638-3588 | ymptotes. furiously ironic ideas nag slyly around the pending packages. pend
   9907.22 | Supplier#000015843        | SAUDI ARABIA              |   2375828 | Manufacturer#1            | 62lTbr7lrQ                               | 30-605-874-3471 | the regular foxes haggle carefully ironic, express deposits. silently even requests will
   9903.69 | Supplier#000019183        | IRAQ                      |   1539164 | Manufacturer#4            | c72mOn6I4vbWtvcKoqGrQg                   | 21-868-358-2337 | unusual, express requests are. even foxes sleep fluffily per
   9903.69 | Supplier#000019183        | IRAQ                      |   2259182 | Manufacturer#5            | c72mOn6I4vbWtvcKoqGrQg                   | 21-868-358-2337 | unusual, express requests are. even foxes sleep fluffily per
   9902.39 | Supplier#000079746        | JORDAN                    |   2159745 | Manufacturer#4            | xeFewDS6OEQWTgHPNBn7x1D                  | 23-543-796-2878 |  blithely regular pinto beans wake carefully. requests cajole slyly. quickly fluffy accounts wak
   9901.93 | Supplier#000047175        | IRAN                      |   2567158 | Manufacturer#4            | bUuT9o5PTfWZIQ                           | 20-260-582-1920 | ending requests integrate blithely bold dependencies. pending, ironic ideas unwind accor
   9901.27 | Supplier#000071849        | SAUDI ARABIA              |   2431833 | Manufacturer#5            | l 5ZirF5DJxM4Cxuf msR2n7F16GPNiiRwBoYSfX | 30-181-680-9490 | ts haggle. quickly regular deposits integrate across the foxes. theodolites us
   9899.40 | Supplier#000067294        | JORDAN                    |   1067275 | Manufacturer#3            | Cv9srMKa1Ysz3IYn9f03TUw9OM6              | 23-249-905-2061 | use blithely fluffily special re
   9899.40 | Supplier#000067294        | JORDAN                    |   2107280 | Manufacturer#2            | Cv9srMKa1Ysz3IYn9f03TUw9OM6              | 23-249-905-2061 | use blithely fluffily special re
   9897.51 | Supplier#000046149        | SAUDI ARABIA              |   1566130 | Manufacturer#4            | zNM0iHzdjam6jdWiJ                        | 30-372-862-6563 | al escapades cajole idly against the carefully even excuses. final deposits are furiously slyly sp
   9896.46 | Supplier#000096483        | SAUDI ARABIA              |   1096464 | Manufacturer#1            | lj3WcI35wCbHegpVEJ1QRCZ2p                | 30-746-511-3945 | dolites haggle carefully above the blithely regular theodolites. theodolit
   9895.96 | Supplier#000002783        | IRAQ                      |   1762782 | Manufacturer#2            | rc rAYfUYEGG95YWvE                       | 21-174-613-1836 | ronic foxes cajole slyly against the furiously regular platelets. slyly regular platele
   9894.04 | Supplier#000047071        | SAUDI ARABIA              |    527070 | Manufacturer#1            | JJrioht6Lg8SGK7uynCW,CqmvqeUES           | 30-408-610-6022 | efully ironic pinto beans. slyly unusual requests wake furiously. slyly ironic deposits sl
   9893.79 | Supplier#000061010        | SAUDI ARABIA              |   1461000 | Manufacturer#3            | jP9PVEr2ZlMlCLmYu1GTRiAiF4OP,QW          | 30-782-445-8125 | egular deposits play quickly. ironic, regular hocke
   9893.79 | Supplier#000061010        | SAUDI ARABIA              |   1780998 | Manufacturer#3            | jP9PVEr2ZlMlCLmYu1GTRiAiF4OP,QW          | 30-782-445-8125 | egular deposits play quickly. ironic, regular hocke
   9893.28 | Supplier#000090220        | JORDAN                    |   2290205 | Manufacturer#1            | 7VJ71h3sKlGesK                           | 23-500-838-1172 | ld accounts. blithely bold theodoli
   9893.28 | Supplier#000090220        | JORDAN                    |   2330219 | Manufacturer#2            | 7VJ71h3sKlGesK                           | 23-500-838-1172 | ld accounts. blithely bold theodoli
   9893.23 | Supplier#000081035        | IRAN                      |     81034 | Manufacturer#1            | krpST ijRr                               | 20-963-631-3162 | eans around the slyly pending excuses haggle carefully ruthless req
   9889.10 | Supplier#000007220        | EGYPT                     |   2167193 | Manufacturer#4            | ,7dILJeEhKrHly2nD2K7BXNrioZ2w            | 14-575-445-3713 | ccording to the final realms are furiously unus
   9888.42 | Supplier#000151451        | EGYPT                     |   3151431 | Manufacturer#3            | w88 cGuHjzmOE59LA                        | 14-501-444-5745 | ctions breach slyly requests? sauternes cajole. unusu
   9888.02 | Supplier#000083938        | EGYPT                     |    563937 | Manufacturer#2            | HpMkaI3fUkH2ix2HNY8N5x7rgt6Zi1KAcNs6e682 | 14-708-296-9312 | s across the even ideas eat quickly between the ironic instructio
